"mu","sigma","d","S","N","mu_est","sigma_est","d_est"
-2,3.775,10,100,10,-1.9997153783013,3.77491044119568,9.99976270836827
-1,3.775,10,100,10,-1.00014513508962,3.77490105525217,9.99958479033848
0,3.775,10,100,10,3.09415609175912e-05,3.77501923831725,9.99996905816015
1,3.775,10,100,10,1.0008940784601,3.77385832143753,10.0149098304612
2,3.775,10,100,10,2,3.775,10
-2,5,10,100,10,-2,5,10
-1,5,10,100,10,-0.65727576026297,4.71057283029328,11.2892412009023
0,5,10,100,10,2.17719014446392e-05,4.99998911404928,9.99997822809856
1,5,10,100,10,0.99925805638485,5.00032928094127,9.99932125920512
2,5,10,100,10,2.00055262652745,4.99879409371087,9.99880999680179
-2,0.1,5,10,100,-1.99998782814371,0.100011257332585,5.00013940119608
-1,0.1,5,10,100,-0.999994422385568,0.10000527630697,4.99999829009663
0,0.1,5,10,100,-4.18403440258432e-07,0.100000414219406,4.99999979079828
1,0.1,5,10,100,0.911650104111294,0.103495751585252,5.26195821884245
2,0.1,5,10,100,1.99994041222898,0.100049159911094,5.00047173652059
-2,1.325,5,10,100,-2.00025939012724,1.32526639200816,5.00103488728777
-1,1.325,5,10,100,3.71092509661481,0.690596261020442,2.52391725105072
0,1.325,5,10,100,0.000650766052427037,1.32556453955048,5.00618227749806
1,1.325,5,10,100,1,1.325,5
2,1.325,5,10,100,2.0270664514216,1.3543501832603,5.32141411063148
-2,2.55,5,10,100,-2.21200238969508,1.76008717449266,3.54116363990637
-1,2.55,5,10,100,-1.25501985657418,2.47834838139707,7.68854695757015
0,2.55,5,10,100,3.43617702287466e-07,2.55000025599756,4.99999982819195
1,2.55,5,10,100,1.00701598287322,2.56745270301737,5.17950512378689
2,2.55,5,10,100,2.03505586614393,2.58264577534653,5.41628841045916
-2,3.775,5,10,100,-2,3.775,5
-1,3.775,5,10,100,-1,3.775,5
0,3.775,5,10,100,0,3.775,5
1,3.775,5,10,100,1,3.775,5
2,3.775,5,10,100,2,3.775,5
-2,5,5,10,100,-2,5,5
-1,5,5,10,100,-1,5,5
0,5,5,10,100,0,5,5
1,5,5,10,100,1,5,5
2,5,5,10,100,2,5,5
-2,0.1,6.25,10,100,-2,0.1,6.25
-1,0.1,6.25,10,100,-0.435423837226963,0.0948675102451626,9.1464785455967
0,0.1,6.25,10,100,0,0.1,6.25
1,0.1,6.25,10,100,0.999999999936726,0.0999999999994248,6.24999999996405
2,0.1,6.25,10,100,2.00000009698868,0.100000120023489,6.24999992422759
-2,1.325,6.25,10,100,-2.00096970225443,1.32484075602806,6.26169655546851
-1,1.325,6.25,10,100,-1,1.325,6.25
0,1.325,6.25,10,100,0.000118460400481991,1.32530924326712,6.24972101555901
1,1.325,6.25,10,100,0.266883579362757,1.44239393925225,10.6606072457038
2,1.325,6.25,10,100,2.00000153533559,1.32499974571004,6.24999880051907
-2,2.55,6.25,10,100,-2.00024567399024,2.54995774382475,6.24980806719513
-1,2.55,6.25,10,100,-0.999999999928602,2.55000000004836,6.24999999995943
0,2.55,6.25,10,100,6.13621612769613e-06,2.54999843526489,6.2500575270262
1,2.55,6.25,10,100,0.788814937224593,2.64878512974652,7.78597280628925
2,2.55,6.25,10,100,0.695554616566835,2.27282841327263,16.4409455436768
-2,3.775,6.25,10,100,-1.99719082334287,3.77419673130983,6.24797210856158
-1,3.775,6.25,10,100,-1,3.775,6.25
0,3.775,6.25,10,100,0.00904240479633749,3.78361171302793,6.24399994873288
1,3.775,6.25,10,100,1.00016932071243,3.77492897936784,6.24988241617192
2,3.775,6.25,10,100,2.01965538212729,3.7902943442178,6.48033650930416
-2,5,6.25,10,100,-2,5,6.25
-1,5,6.25,10,100,-1,5,6.25
0,5,6.25,10,100,0,5,6.25
1,5,6.25,10,100,1,5,6.25
2,5,6.25,10,100,2,5,6.25
-2,0.1,7.5,10,100,-2.00000035598799,0.100000440540162,7.49999966626096
-1,0.1,7.5,10,100,-0.999999999816082,0.100000000105037,7.49999999983948
0,0.1,7.5,10,100,0.000518262950272484,0.10051308032077,7.50479393229002
1,0.1,7.5,10,100,0.999998044029753,0.100001677572551,7.50001361018424
2,0.1,7.5,10,100,0.957975388264225,0.140312856444974,8.32462403731019
-2,1.325,7.5,10,100,-2.00033467171652,1.32500297338212,7.5038691257361
-1,1.325,7.5,10,100,-0.999967731633644,1.32499606536631,7.49997796725021
0,1.325,7.5,10,100,0,1.325,7.5
1,1.325,7.5,10,100,1.00002933546984,1.32493097069707,7.49994571739657
2,1.325,7.5,10,100,2.34835009092889,1.2546530728417,11.8951155929844
-2,2.55,7.5,10,100,-2.00004543134987,2.54998551875723,7.49995740810949
-1,2.55,7.5,10,100,-0.999847040763507,2.54996464424461,7.49989519048319
0,2.55,7.5,10,100,-0.0563335227345141,2.59196847443721,8.02108508529425
1,2.55,7.5,10,100,0.947842331606076,2.58532496632134,7.93859857513072
2,2.55,7.5,10,100,2,2.55,7.5
-2,3.775,7.5,10,100,-1.99982273288354,3.77494423097971,7.49988920574272
-1,3.775,7.5,10,100,-0.999999986822114,3.77499999547759,7.49999999101508
0,3.775,7.5,10,100,1.47224406138682,3.24953771663614,20.9744186067591
1,3.775,7.5,10,100,0.999999999999288,3.77499999999951,7.49999999999938
2,3.775,7.5,10,100,2.04577794242124,3.81062096144653,8.02930745924563
-2,5,7.5,10,100,-1.95658583358961,4.97710256789472,7.8394711609941
-1,5,7.5,10,100,-0.911996144328587,5.0488343950853,7.18463481445961
0,5,7.5,10,100,-0.00833681744936548,4.99583159127532,7.57711556140663
1,5,7.5,10,100,0.99588620939107,5.00186990482224,7.53459323921146
2,5,7.5,10,100,1.99658577951382,5.00143056698909,7.52653604891476
-2,0.1,8.75,10,100,-1.99999939071539,0.0999999949254154,8.74999955573287
-1,0.1,8.75,10,100,-0.999879717951678,0.100107030321903,8.74989793542675
0,0.1,8.75,10,100,0,0.1,8.75
1,0.1,8.75,10,100,0.993732506641749,0.109503767916494,8.75185387601445
2,0.1,8.75,10,100,0.37384034304839,0.000366956860864869,12.3736657688734
-2,1.325,8.75,10,100,-1.99999058629899,1.32499896057051,8.74999313584301
-1,1.325,8.75,10,100,-1.00014735648283,1.32491082694386,8.74990981319346
0,1.325,8.75,10,100,1.15864161292848e-05,1.32510930338455,8.75004960518915
1,1.325,8.75,10,100,1.09838412087481,1.32490972531805,9.79656339028051
2,1.325,8.75,10,100,1.89573871390996,0.58219936614542,2.23937234157499
-2,2.55,8.75,10,100,-2,2.55,8.75
-1,2.55,8.75,10,100,-1.000303153628,2.55029169515577,8.7496516369755
0,2.55,8.75,10,100,-0.000194672672613557,2.55017142825589,8.74974762716814
1,2.55,8.75,10,100,0.998787310181619,2.54963156603019,8.75806462781183
2,2.55,8.75,10,100,2.00243392471935,2.54774008335519,8.78634415403662
-2,3.775,8.75,10,100,-1.99970667984345,3.77515215983121,8.74978612071918
-1,3.775,8.75,10,100,-0.999942455176913,3.77503256513852,8.74995422570891
0,3.775,8.75,10,100,-0.000398303445709081,3.77484964046004,8.74965148306877
1,3.775,8.75,10,100,0.918646037421167,3.7470807992059,9.42486809866532
2,3.775,8.75,10,100,2.19847593222926,3.73266987601208,11.1805115794021
-2,5,8.75,10,100,-2.01115943332271,4.67113378963069,14.241382697993
-1,5,8.75,10,100,-1,5,8.75
0,5,8.75,10,100,0.000402680206530484,5.00020134213951,8.74964765113281
1,5,8.75,10,100,1,5,8.75
2,5,8.75,10,100,1.97473830525762,4.97673482008733,8.72550699837038
-2,0.1,10,10,100,-2.00000032392433,0.0999999959509459,9.99999959509459
-1,0.1,10,10,100,-1,0.1,10
0,0.1,10,10,100,0.00868281131403989,0.104635682451061,10.0168022255608
1,0.1,10,10,100,1,0.1,10
2,0.1,10,10,100,1.63382639958603,0.237269984024329,11.761782626477
-2,1.325,10,10,100,-2.00000230624609,1.32499961802799,9.99999711719238
-1,1.325,10,10,100,-1,1.325,10
0,1.325,10,10,100,3.2636740480376e-34,1.325,10
1,1.325,10,10,100,1.00003533858612,1.32500243859558,9.99997311877687
2,1.325,10,10,100,1.90275162033805,1.16271651558838,10.5530647049306
-2,2.55,10,10,100,-1.99841593264502,2.55098344181621,10.0118805051623
-1,2.55,10,10,100,-1,2.55,10
0,2.55,10,10,100,0.874932911119454,3.10842533300626,20.5753567480013
1,2.55,10,10,100,0.995547782687245,2.55963242261935,10.075778755515
2,2.55,10,10,100,2.0005340952152,2.5549973945078,10.059361196827
-2,3.775,10,10,100,-2.00012115352462,3.77509427258635,9.99984855809423
-1,3.775,10,10,100,-1.1306622125027,3.72019446086693,11.306622125027
0,3.775,10,10,100,3.22214914427939e-09,3.77500000200579,9.99999999677785
1,3.775,10,10,100,0.950206798788781,3.82677751247279,10.7485905417753
2,3.775,10,10,100,2.1311149779726,3.72392748585781,10.8012211347321
-2,5,10,10,100,-2.00000000000092,4.9999999999996,9.99999999999851
-1,5,10,10,100,-0.256728043491448,5.33819525612062,16.080814941236
0,5,10,10,100,0.000376992731360389,4.99996867162625,9.99978082288572
1,5,10,10,100,0.736156201889677,4.54023310688866,14.0254063067873
2,5,10,10,100,1.36481815133151,5.26698924221599,14.762620387519
-2,0.1,5,100,100,-1.99999416103343,0.100004817147419,4.99999756709726
-1,0.1,5,100,100,-0.999999991016966,0.10000000808473,4.9999999959168
0,0.1,5,100,100,-0.00161659450953784,0.00121752560638985,4.99291078642892
1,0.1,5,100,100,1.00039286787348,0.0999956348014058,5.00414693866453
2,0.1,5,100,100,2,0.1,5
-2,1.325,5,100,100,-1.99565619893786,1.32538905889533,5.00035247413507
-1,1.325,5,100,100,-1.00127589252803,1.32234068984053,5.00310738952861
0,1.325,5,100,100,1.63978786883856e-07,1.3250001422516,5.00000155779848
1,1.325,5,100,100,1.00314151035065,1.32802806692132,4.99825471647186
2,1.325,5,100,100,2.03407873733654,1.33924482725206,5.32839951758588
-2,2.55,5,100,100,-2.00207291265842,2.5493396264066,4.99869129847007
-1,2.55,5,100,100,-0.918116768210045,2.60545718748349,5.70717194868899
0,2.55,5,100,100,0.000367931456760633,2.55120903400285,4.99891417156131
1,2.55,5,100,100,0.997228544432444,2.55187568320315,4.99874341160361
2,2.55,5,100,100,2,2.55,5
-2,3.775,5,100,100,-2,3.775,5
-1,3.775,5,100,100,-1,3.775,5
0,3.775,5,100,100,0,3.775,5
1,3.775,5,100,100,1,3.775,5
2,3.775,5,100,100,2,3.775,5
-2,5,5,100,100,-2,5,5
-1,5,5,100,100,-1,5,5
0,5,5,100,100,0,5,5
1,5,5,100,100,1,5,5
2,5,5,100,100,2,5,5
-2,0.1,6.25,100,100,-1.99999999999999,0.100000000000007,6.25
-1,0.1,6.25,100,100,-1,0.1,6.25
0,0.1,6.25,100,100,-0.00326416524356331,0.00112779220090086,6.4064269647907
1,0.1,6.25,100,100,1.00000329636387,0.0999973671644696,6.24999672369702
2,0.1,6.25,100,100,1.89262067366319,0.000717341828784309,6.57903914978352
-2,1.325,6.25,100,100,-2.00000365584382,1.32499939450087,6.24999714387202
-1,1.325,6.25,100,100,-1.00103958498548,1.32484695323202,6.26082902982776
0,1.325,6.25,100,100,0.123048123455824,1.4647113262925,7.50247278394208
1,1.325,6.25,100,100,0.996462270337554,1.32457386438157,6.24798992632816
2,1.325,6.25,100,100,2.00062227665843,1.32489693549074,6.2495138463655
-2,2.55,6.25,100,100,-2.00140828612959,2.54955110043762,6.24889977218175
-1,2.55,6.25,100,100,-1.09571643426358,2.62923193725152,7.24704619024559
0,2.55,6.25,100,100,0.00734447838666124,2.53322543164213,6.26196798992724
1,2.55,6.25,100,100,0.895675148181429,2.6178689623894,7.15136934032025
2,2.55,6.25,100,100,2,2.55,6.25
-2,3.775,6.25,100,100,-1.99772434339866,3.79621626709604,6.29146394722688
-1,3.775,6.25,100,100,-0.994659948119402,3.77802198390516,6.2469658796133
0,3.775,6.25,100,100,-0.0579894976486814,3.81340171802636,7.3198714609237
1,3.775,6.25,100,100,1,3.775,6.25
2,3.775,6.25,100,100,1.99451760890911,3.77791460540411,6.24680398506538
-2,5,6.25,100,100,-2,5,6.25
-1,5,6.25,100,100,-1,5,6.25
0,5,6.25,100,100,0,5,6.25
1,5,6.25,100,100,1,5,6.25
2,5,6.25,100,100,2,5,6.25
-2,0.1,7.5,100,100,-1.99999988961871,0.100000066012162,7.49999986064792
-1,0.1,7.5,100,100,-1,0.1,7.5
0,0.1,7.5,100,100,0,0.1,7.5
1,0.1,7.5,100,100,0.999998104746172,0.099999177448366,7.4999989383152
2,0.1,7.5,100,100,1.99999627378715,0.0999998827705965,7.49999772679469
-2,1.325,7.5,100,100,-1.94541557871908,1.32090807281021,7.48215699894726
-1,1.325,7.5,100,100,-1,1.325,7.5
0,1.325,7.5,100,100,0,1.325,7.5
1,1.325,7.5,100,100,0.999862805860316,1.32510819601757,7.49990645863377
2,1.325,7.5,100,100,2.01112665627795,1.34806064523575,7.78890553228279
-2,2.55,7.5,100,100,-2,2.55,7.5
-1,2.55,7.5,100,100,-1.00123115881975,2.5510191259119,7.51265357675851
0,2.55,7.5,100,100,-0.00260107394857443,2.55193780009169,7.52405993402431
1,2.55,7.5,100,100,0.998853946103839,2.54973432386953,7.50963727139954
2,2.55,7.5,100,100,2.00002113718883,2.5500196840071,7.49998018388547
-2,3.775,7.5,100,100,-2.00631295643057,3.77217993249397,7.4956815833816
-1,3.775,7.5,100,100,-0.958015516205536,3.79875940105641,7.8530513409989
0,3.775,7.5,100,100,-0.421840266598761,3.81798620478447,9.86402404717481
1,3.775,7.5,100,100,1.00399126727196,3.77776062652977,7.49667394394004
2,3.775,7.5,100,100,2.14008778929993,3.80526444353488,9.11976506378049
-2,5,7.5,100,100,-2.02141698574911,5.0133856160932,7.74763389772413
-1,5,7.5,100,100,-0.999801229208681,5.001810162969,7.49942684995399
0,5,7.5,100,100,2.13410370985202e-05,4.99998932948143,7.49998399422219
1,5,7.5,100,100,1.00882442265378,4.99509754297012,7.59069545505273
2,5,7.5,100,100,2.01983209547657,4.9801443645635,7.58825277283177
-2,0.1,8.75,100,100,-2.00000129154382,0.100000305048401,8.74999621555433
-1,0.1,8.75,100,100,-0.99999465785373,0.100004807931643,8.74999575056547
0,0.1,8.75,100,100,0,0.1,8.75
1,0.1,8.75,100,100,0.995763974663236,0.0999614909758982,8.78513957541925
2,0.1,8.75,100,100,2.00000110637831,0.0999999861702711,8.74999878989872
-2,1.325,8.75,100,100,-1.95284933517091,1.35908600144936,9.10854151380455
-1,1.325,8.75,100,100,-1.00649280606783,1.33217007197664,8.82146809789569
0,1.325,8.75,100,100,-0.056751118919942,1.3174804950105,9.26785390020579
1,1.325,8.75,100,100,1.00001888424196,1.32499721981993,8.75019146523099
2,1.325,8.75,100,100,6.00139160119775,0.662269516051623,4.37347793618997
-2,2.55,8.75,100,100,-1.92936718280324,2.56416962877549,9.22185409542157
-1,2.55,8.75,100,100,-0.942727117756952,2.53660718520502,9.22612612007835
0,2.55,8.75,100,100,0,2.55,8.75
1,2.55,8.75,100,100,0.997530320777554,2.55188440543098,8.74836413877215
2,2.55,8.75,100,100,1.99717028568598,2.55175678096995,8.77151761926283
-2,3.775,8.75,100,100,-2.00237095099404,3.77737464756697,8.7452333287943
-1,3.775,8.75,100,100,-1.00506742106548,3.77854447798534,8.74382519060524
0,3.775,8.75,100,100,0.0167269919964911,3.78541255251782,8.90263380196798
1,3.775,8.75,100,100,0.984308537287469,3.76961497529638,8.8801678156835
2,3.775,8.75,100,100,1.99732852497773,3.7763858276678,8.74805204946293
-2,5,8.75,100,100,-1.99640339031382,5.00149858736924,8.74737747210382
-1,5,8.75,100,100,-0.999999993089279,4.99999999685876,8.74999999450283
0,5,8.75,100,100,0.061204217048179,4.99482194503434,8.69814189404616
1,5,8.75,100,100,0.999691544048118,5.00059611938152,8.74953476909791
2,5,8.75,100,100,1.92211094475006,4.95908261813194,9.20459898507139
-2,0.1,10,100,100,-1.99999669193655,0.100002729152348,9.99999724328046
-1,0.1,10,100,100,-0.999999993054068,0.100000006251339,9.99999999368552
0,0.1,10,100,100,-0.00273841036588725,0.0999726160425866,10.0246456937814
1,0.1,10,100,100,0.906478023477963,0.00756180549671078,10.3364943020287
2,0.1,10,100,100,0.942610758708095,0.000375674669207812,9.19056960851954
-2,1.325,10,100,100,-1.99999691763695,1.32500222732271,9.99999743248845
-1,1.325,10,100,100,-0.966216348585581,1.32093060562508,10.2764116933907
0,1.325,10,100,100,0.00168629576176268,1.31403732442928,10.0029511845819
1,1.325,10,100,100,0.99799635661028,1.32656071543214,9.99819273621101
2,1.325,10,100,100,1.99509836216936,1.32445877748142,9.99591530180212
-2,2.55,10,100,100,-2,2.55,10
-1,2.55,10,100,100,4.50406372129965,1.27301575778343,4.99727328859735
0,2.55,10,100,100,0.00102771676428585,2.54973793222511,9.99897228323571
1,2.55,10,100,100,1.0119122774665,2.55986069867851,10.1191202847576
2,2.55,10,100,100,2.00328113642333,2.55305555829422,9.99589857947084
-2,3.775,10,100,100,-2.00285618717274,3.77365028065953,9.99643537106584
-1,3.775,10,100,100,-1.00245351737725,3.77397085257522,9.99727380060468
0,3.775,10,100,100,-0.470306358417789,3.37570482683923,12.5809820490937
1,3.775,10,100,100,1.00377270913626,3.77760945643161,9.99580810209645
2,3.775,10,100,100,2.00000251366816,3.77500195594804,9.9999968579148
-2,5,10,100,100,-2.07111649505169,5.04578070359167,10.7902783581301
-1,5,10,100,100,-1.00000296879686,4.99999835066841,9.99999670133682
0,5,10,100,100,-0.0186260305831863,5.00943344431906,9.9812722001858
1,5,10,100,100,0.99316720434732,5.00608199659713,10.0249495323543
2,5,10,100,100,2,5,10
-2,0.1,5,10,10,-2,0.1,5
-1,0.1,5,10,10,-10,9.81974426724501,28.4440106301776
0,0.1,5,10,10,0.0618614495298243,0.160889782421074,5.07112708036754
1,0.1,5,10,10,0.99999999999952,0.0999999999999956,4.99999999999978
2,0.1,5,10,10,2,0.1,5
-2,1.325,5,10,10,-2,1.325,5
-1,1.325,5,10,10,-0.999999540683597,1.32500002577104,4.99999988048638
0,1.325,5,10,10,1.33123691179826e-05,1.32499823611109,4.99999334381544
1,1.325,5,10,10,1.00594530931309,1.32412471835113,5.06275604274931
2,1.325,5,10,10,2.01703173823437,1.32217911835493,5.20225189153318
-2,2.55,5,10,10,-1.99665854240384,2.55207448825761,5.02645320596958
-1,2.55,5,10,10,-1.0000284951037,2.55003180403419,4.99999937585525
0,2.55,5,10,10,-0.139488625932023,2.775426243955,6.92285586048174
1,2.55,5,10,10,1.00497751374626,2.55412027526774,5.05254042287717
2,2.55,5,10,10,1.99998416778315,2.55000982916796,5.00012533838343
-2,3.775,5,10,10,-2,3.775,5
-1,3.775,5,10,10,-1,3.775,5
0,3.775,5,10,10,0,3.775,5
1,3.775,5,10,10,1,3.775,5
2,3.775,5,10,10,2,3.775,5
-2,5,5,10,10,-2,5,5
-1,5,5,10,10,-1,5,5
0,5,5,10,10,0,5,5
1,5,5,10,10,1,5,5
2,5,5,10,10,2,5,5
-2,0.1,6.25,10,10,-1.99994798233657,0.100056150257909,6.25007963296004
-1,0.1,6.25,10,10,2.62925251490686,0.0670067953190286,21.9453470133324
0,0.1,6.25,10,10,-3.14327268070072e-06,0.0999999685672732,6.25000169245982
1,0.1,6.25,10,10,1,0.1,6.25
2,0.1,6.25,10,10,2.0000184719039,0.0999942868394501,6.25000429408565
-2,1.325,6.25,10,10,-2,1.325,6.25
-1,1.325,6.25,10,10,-1.00623794298444,1.32408163617174,6.31497857275461
0,1.325,6.25,10,10,-1.71922413803337,1.09720280170166,22.3677262946942
1,1.325,6.25,10,10,0.99999993944199,1.32499999270551,6.24999996559204
2,1.325,6.25,10,10,2.00000728309619,1.32499540365659,6.24999563860385
-2,2.55,6.25,10,10,-1.98143477339039,2.54605488934546,6.39504083288756
-1,2.55,6.25,10,10,-1.00000000069118,2.55000000057215,6.24999999952001
0,2.55,6.25,10,10,1.63943896115681e-08,2.55000001221382,6.24999998975351
1,2.55,6.25,10,10,1.06007030661964,2.54597756743971,6.66026735326077
2,2.55,6.25,10,10,1.99998745057326,2.54999733504043,6.24999346356562
-2,3.775,6.25,10,10,-2,3.775,6.25
-1,3.775,6.25,10,10,-1.37564873605153,3.60537659404712,10.1914923950944
0,3.775,6.25,10,10,-3.7989436219994e-09,3.7749999985659,6.24999999762566
1,3.775,6.25,10,10,0.992357571942264,3.77210184277865,6.3218389984584
2,3.775,6.25,10,10,2,3.775,6.25
-2,5,6.25,10,10,-2,5,6.25
-1,5,6.25,10,10,-1,5,6.25
0,5,6.25,10,10,0,5,6.25
1,5,6.25,10,10,1,5,6.25
2,5,6.25,10,10,2,5,6.25
-2,0.1,7.5,10,10,-2.00000009403203,0.0999999988245997,7.49999991184498
-1,0.1,7.5,10,10,-1,0.1,7.5
0,0.1,7.5,10,10,0.405758145055494,0.282608134658474,8.97512325266434
1,0.1,7.5,10,10,1,0.1,7.5
2,0.1,7.5,10,10,0.383545482971792,1.3731639626485,9.96181556002928
-2,1.325,7.5,10,10,-2.00042947153074,1.32546570819115,7.5049657645742
-1,1.325,7.5,10,10,-1.00684258272369,1.33076224600733,7.60035992320384
0,1.325,7.5,10,10,5.00000357607655,0.662499767966763,3.74999642311974
1,1.325,7.5,10,10,1,1.325,7.5
2,1.325,7.5,10,10,0.482775123740719,0.509692198292977,9.78776084859862
-2,2.55,7.5,10,10,-1.99998182807025,2.55003819795941,7.49998070888811
-1,2.55,7.5,10,10,-0.999990711933241,2.55008080169436,7.49991857039665
0,2.55,7.5,10,10,0,2.55,7.5
1,2.55,7.5,10,10,0.992115162560233,2.54817215132078,7.56630431483441
2,2.55,7.5,10,10,1.9999070926391,2.55005169079463,7.4999588290729
-2,3.775,7.5,10,10,-1.99351212898293,3.77295902390921,7.55001067242323
-1,3.775,7.5,10,10,-0.617861875942978,3.63933815246552,10.7326410635567
0,3.775,7.5,10,10,0.146207446651639,3.8102271728354,10.3488063779206
1,3.775,7.5,10,10,0.232818966224893,3.46145267541544,11.0266223574713
2,3.775,7.5,10,10,2.00000672437224,3.77499283817832,7.49998498271412
-2,5,7.5,10,10,-2.00002325162068,5.00001204829422,7.49998298763141
-1,5,7.5,10,10,-0.999886340000227,4.99992505803425,7.49993683210259
0,5,7.5,10,10,5.34564922301259e-08,5.00002399909881,7.49996957231882
1,5,7.5,10,10,1,5,7.5
2,5,7.5,10,10,2.00002328904452,5.00001455565282,7.49997816652076
-2,0.1,8.75,10,10,-2.00000001527478,0.100000054489763,8.74999995183986
-1,0.1,8.75,10,10,-0.68897204634302,0.130524181446447,12.028635842949
0,0.1,8.75,10,10,-2.95156509624224e-07,0.100000271412851,8.75000008302668
1,0.1,8.75,10,10,1,0.1,8.75
2,0.1,8.75,10,10,0.00779894368740572,1.00260631741706,8.51961707479382
-2,1.325,8.75,10,10,-2.00000024714596,1.32499995906645,8.74999972968411
-1,1.325,8.75,10,10,-1.00575331220314,1.32330936469214,8.76972159715055
0,1.325,8.75,10,10,-0.166109908532017,1.32936042129059,10.2648425041381
1,1.325,8.75,10,10,1.00000001136332,1.32500001784315,8.74999998676561
2,1.325,8.75,10,10,2.0000134593986,1.32501459503535,8.74998527878279
-2,2.55,8.75,10,10,-2.0002154308382,2.54993133142032,8.75245725799825
-1,2.55,8.75,10,10,-1.04456969518228,2.53737191969836,9.20188718726473
0,2.55,8.75,10,10,-0.00543772771347751,2.5480501971646,8.78269729042878
1,2.55,8.75,10,10,1,2.55,8.75
2,2.55,8.75,10,10,2.00332301240824,2.55309455530518,8.78790311028152
-2,3.775,8.75,10,10,-2.21352845294499,3.90202089932595,11.2128541132801
-1,3.775,8.75,10,10,-1.00018675572483,3.77512706037324,8.74983246947854
0,3.775,8.75,10,10,0,3.775,8.75
1,3.775,8.75,10,10,1.10343213139788,4.08666965631673,10.5075296318219
2,3.775,8.75,10,10,1.66740637582508,3.48531915179559,10.6292813523302
-2,5,8.75,10,10,-1.99969989941172,5.00012504191178,8.75228201489006
-1,5,8.75,10,10,-0.978458602094157,5.00979154450266,8.92869568717347
0,5,8.75,10,10,-3.44471169571951e-05,4.99998277644152,8.74996985877266
1,5,8.75,10,10,0.999979293452499,4.99999058793296,8.74998352888267
2,5,8.75,10,10,2.00001499452975,5.00003404673134,8.7499606056206
-2,0.1,10,10,10,-2.00021075862457,0.0999987317184524,10.0004367259988
-1,0.1,10,10,10,-1,0.1,10
0,0.1,10,10,10,-0.0289021978867157,0.0913251293935948,9.9830918074544
1,0.1,10,10,10,-0.0725316728576408,0.668913216549229,11.3680184848755
2,0.1,10,10,10,1.92504688905973,0.149016889612703,10.163315429525
-2,1.325,10,10,10,-2,1.325,10
-1,1.325,10,10,10,-1,1.325,10
0,1.325,10,10,10,4.50874363897397e-08,1.32499970792029,10.0000019949552
1,1.325,10,10,10,1.00012699806668,1.32512241202539,10.0005545566523
2,1.325,10,10,10,2.00000000557865,1.32499999907604,9.99999999302669
-2,2.55,10,10,10,-2.00000052842469,2.55000049209549,9.99999933946913
-1,2.55,10,10,10,-0.997338081844428,2.54315476231489,10.1418852018925
0,2.55,10,10,10,0.737644457158831,3.09954512058333,16.6388001144295
1,2.55,10,10,10,0.999964931679382,2.55000242337251,9.99997252920002
2,2.55,10,10,10,2.00338711244042,2.55315424846014,10.0381050149547
-2,3.775,10,10,10,-2.00000030769762,3.77500023928922,9.99999961527313
-1,3.775,10,10,10,-1.00000002976165,3.77499998751664,9.9999999669315
0,3.775,10,10,10,0.0001335505290569,3.77502260625386,9.99986502422241
1,3.775,10,10,10,1.21899938892266,3.92647457733817,12.1899938892266
2,3.775,10,10,10,2.11051350705372,3.86359443317476,10.8032671112193
-2,5,10,10,10,-1.81895770293849,5.0754342904423,11.3578172279614
-1,5,10,10,10,-0.999996375579894,4.9999983527333,9.99999670467148
0,5,10,10,10,0,5,10
1,5,10,10,10,1,5,10
2,5,10,10,10,1.99999825602582,5.00000072665591,9.99999854668818
-2,0.1,5,100,10,-1.99999806071383,0.100001600007923,4.99999919175623
-1,0.1,5,100,10,-1.73521656920387,0.916287636372968,12.8935136127912
0,0.1,5,100,10,0.00204625180467662,0.10202578928663,5.01943939214443
1,0.1,5,100,10,0.999999710376845,0.0999999973670622,4.99999986835311
2,0.1,5,100,10,2.00102003525283,0.100974209615188,5.0127761299051
-2,1.325,5,100,10,-2,1.325,5
-1,1.325,5,100,10,-1,1.325,5
0,1.325,5,100,10,-1.81703436624941e-09,1.32499999920716,4.99999999963327
1,1.325,5,100,10,1,1.325,5
2,1.325,5,100,10,1.99923340032269,1.32534243007315,4.99979813628211
-2,2.55,5,100,10,-1.99856099714087,2.55089338094171,5.0113921059681
-1,2.55,5,100,10,-1.29481401661925,2.73827498171199,7.54972922846656
0,2.55,5,100,10,-4.92500187512246e-11,2.54999999998744,5.00000000046788
1,2.55,5,100,10,0.998862823651762,2.55077017852676,5.00982106846205
2,2.55,5,100,10,1.99995793073194,2.54999112385461,4.99998232153966
-2,3.775,5,100,10,-2,3.775,5
-1,3.775,5,100,10,-1,3.775,5
0,3.775,5,100,10,0,3.775,5
1,3.775,5,100,10,1,3.775,5
2,3.775,5,100,10,2,3.775,5
-2,5,5,100,10,-2,5,5
-1,5,5,100,10,-1,5,5
0,5,5,100,10,0,5,5
1,5,5,100,10,1,5,5
2,5,5,100,10,2,5,5
-2,0.1,6.25,100,10,10,10,14.6357411386625
-1,0.1,6.25,100,10,-1,0.1,6.25
0,0.1,6.25,100,10,0.00186985719905611,0.0999813014280094,6.26752991124115
1,0.1,6.25,100,10,1.00210633801569,0.0999765962442701,6.27194102099678
2,0.1,6.25,100,10,2,0.1,6.25
-2,1.325,6.25,100,10,-2.00017257151408,1.32518713223558,6.24986517850463
