"mu","sigma","d","S","N","mu_est","sigma_est","d_est"
-1,1.325,10,100,100,-0.935008450057895,1.31717147239334,10.5317490449809
0,1.325,10,100,100,0.00581048374460808,1.32224056870284,10.0369569132976
1,1.325,10,100,100,0.998493820228846,1.32481857380029,9.99863074566259
2,1.325,10,100,100,2.00225506392353,1.32462650503766,9.99718117009558
-2,2.55,10,100,100,-2.00919079373073,2.55855892666175,10.1033964294707
-1,2.55,10,100,100,-1,2.55,10
0,2.55,10,100,100,0.122462259687353,2.52797482020474,11.3924681626658
1,2.55,10,100,100,1.0571848613776,2.58596989438254,10.6945148104511
2,2.55,10,100,100,1.99825354496667,2.55108425749986,9.99854462080556
-2,3.775,10,100,100,-1.89008410832526,3.74042229241066,9.90840342360439
-1,3.775,10,100,100,-0.997553595016177,3.77416043828964,9.99777599546925
0,3.775,10,100,100,0.00968173860826401,3.77082947332527,9.99287673266491
1,3.775,10,100,100,0.987137236204496,3.77058573333382,10.1052407946905
2,3.775,10,100,100,1.94307886524219,3.78496435818778,10.9954054430775
-2,5,10,100,100,-2.00517689778395,5.00324657232377,9.99289394003157
-1,5,10,100,100,-1.55721655022161,5.1597711545188,11.573724968784
0,5,10,100,100,-0.0437987768473085,4.97810061157635,10.3941889916258
1,5,10,100,100,1.00052272331125,5.00309974178083,10.055795352055
2,5,10,100,100,2,5,10
